"","Broad_Category","Archive_Date","District","sum"
"1571","Early Childhood","2025-03-21","Big Horn School District 4",1
"1572","Early Childhood","2025-03-21","Converse County School District 1",1
"1573","Early Childhood","2025-03-21","Teton County School District 1",2
"1574","Early Childhood","2025-03-28","Converse County School District 1",1
"1575","Early Childhood","2025-03-28","Fremont County School District 1",1
"1576","Early Childhood","2025-03-28","Teton County School District 1",2
"1577","Early Childhood","2025-04-04","Converse County School District 1",1
"1578","Early Childhood","2025-04-04","Fremont County School District 1",1
"1579","Early Childhood","2025-04-04","Lincoln County School District 2",1
"1580","Early Childhood","2025-04-04","Teton County School District 1",2
"1581","Early Childhood","2025-04-11","Lincoln County School District 2",1
"1582","Early Childhood","2025-04-11","Teton County School District 1",2
"1583","Early Childhood","2025-04-18","Lincoln County School District 2",1
"1584","Early Childhood","2025-04-18","Sweetwater County School District 1",1
"1585","Early Childhood","2025-04-18","Teton County School District 1",2
"1586","Early Childhood","2025-04-25","Lincoln County School District 2",1
"1587","Early Childhood","2025-04-25","Sweetwater County School District 1",2
"1588","Early Childhood","2025-04-25","Teton County School District 1",2
"1589","Early Childhood","2025-05-02","Lincoln County School District 2",1
"1590","Early Childhood","2025-05-02","Sweetwater County School District 1",4
"1591","Early Childhood","2025-05-02","Teton County School District 1",2
"1592","Early Childhood","2025-05-09","Sweetwater County School District 1",4
"1593","Early Childhood","2025-05-09","Teton County School District 1",1
"1594","Early Childhood","2025-05-16","Sweetwater County School District 1",3
"1595","Early Childhood","2025-05-16","Teton County School District 1",1
"1596","Early Childhood","2025-05-23","Sweetwater County School District 1",2
"1597","Early Childhood","2025-05-23","Teton County School District 1",2
"1598","Early Childhood","2025-05-30","Sweetwater County School District 1",2
"1599","Early Childhood","2025-05-30","Teton County School District 1",2
"1600","Early Childhood","2025-06-06","Sweetwater County School District 1",2
"1601","Early Childhood","2025-06-06","Teton County School District 1",2
"1602","Early Childhood","2025-06-13","Sweetwater County School District 1",2
"1603","Early Childhood","2025-06-13","Teton County School District 1",2
"1604","Early Childhood","2025-06-20","Sweetwater County School District 1",2
"1605","Early Childhood","2025-06-20","Teton County School District 1",2
"1606","Early Childhood","2025-06-27","Sweetwater County School District 1",2
"1607","Early Childhood","2025-06-27","Teton County School District 1",2
"1608","Early Childhood","2025-07-04","Sweetwater County School District 1",2
"1609","Early Childhood","2025-07-04","Teton County School District 1",2
"1610","Early Childhood","2025-07-11","Sweetwater County School District 1",2
"1611","Early Childhood","2025-07-11","Teton County School District 1",2
"1612","Early Childhood","2025-07-18","Sweetwater County School District 1",2
"1613","Early Childhood","2025-07-18","Teton County School District 1",2
"1614","Early Childhood","2025-07-25","Sweetwater County School District 1",2
"1615","Early Childhood","2025-07-25","Teton County School District 1",2
"1616","Early Childhood","2025-08-01","Sweetwater County School District 1",1
"1617","Early Childhood","2025-08-01","Teton County School District 1",2
"1618","Early Childhood","2025-08-08","Sweetwater County School District 1",2
"1619","Early Childhood","2025-08-08","Teton County School District 1",2
"1620","Early Childhood","2025-08-15","Sweetwater County School District 1",2
"1621","Early Childhood","2025-08-15","Teton County School District 1",2
"1622","Early Childhood","2025-08-22","Sweetwater County School District 1",2
"1623","Early Childhood","2025-08-22","Teton County School District 1",1
"1624","Early Childhood","2025-08-29","Sweetwater County School District 1",2
"1625","Early Childhood","2025-08-29","Teton County School District 1",1
"1626","Early Childhood","2025-09-05","Sweetwater County School District 1",2
"1627","Early Childhood","2025-09-05","Teton County School District 1",1
"1628","Early Childhood","2025-09-12","Teton County School District 1",1
"1629","Early Childhood","2025-09-19","Teton County School District 1",1
"1630","Early Childhood","2025-09-26","Sweetwater County School District 1",1
"1631","Early Childhood","2025-09-26","Teton County School District 1",1
"1632","Early Childhood","2025-10-03","Sweetwater County School District 1",1
"1633","Early Childhood","2025-10-03","Teton County School District 1",1
"1634","Early Childhood","2025-10-10","Sweetwater County School District 1",1
"1635","Early Childhood","2025-10-10","Teton County School District 1",1
"1636","Early Childhood","2025-10-17","Sweetwater County School District 1",1
"1637","Early Childhood","2025-10-17","Teton County School District 1",1
"1638","Early Childhood","2025-10-24","Sweetwater County School District 1",1
"1639","Early Childhood","2025-10-24","Teton County School District 1",1
"1640","Early Childhood","2025-10-31","Teton County School District 1",1
"1641","Early Childhood","2025-11-07","Teton County School District 1",1
"1642","Early Childhood","2025-11-14","Teton County School District 1",1
"1643","Early Childhood","2026-01-09","Sweetwater County School District 1",1
"1644","Early Childhood","2026-01-16","Sweetwater County School District 1",1
"1645","Early Childhood","2026-01-16","Teton County School District 1",1
"1646","Early Childhood","2026-01-23","Sweetwater County School District 1",1
"1647","Early Childhood","2026-01-23","Teton County School District 1",1
"1648","Early Childhood","2026-01-30","Sweetwater County School District 1",1
"1649","Early Childhood","2026-01-30","Teton County School District 1",1
"1650","Early Childhood","2026-02-06","Sweetwater County School District 1",1
"1651","Early Childhood","2026-02-06","Teton County School District 1",1
"1652","Early Childhood","2026-02-13","Fremont County School District 14",1
"1653","Early Childhood","2026-02-13","Teton County School District 1",1
"1654","Early Childhood","2026-02-20","Fremont County School District 14",1
"1655","Early Childhood","2026-02-20","Teton County School District 1",1
"1656","Early Childhood","2026-02-27","Fremont County School District 14",1
"1657","Early Childhood","2026-02-27","Teton County School District 1",1
"1658","Elementary","2024-08-09","Albany Count School District 1",1
"1659","Elementary","2024-08-09","Campbell County Scholl District 1",4
"1660","Elementary","2024-08-09","Fremont County School District 38",2
"1661","Elementary","2024-08-09","Laramie County School District 1",1
"1662","Elementary","2024-08-09","Natrona School District 1",1
"1663","Elementary","2024-08-09","Sweetwater County School District 1",3
"1664","Elementary","2024-08-09","Teton County School District 1",2
"1665","Elementary","2024-08-09","Uinta County School District 1",2
"1666","Elementary","2024-08-09","Weston County School District 1",2
"1667","Elementary","2024-08-16","Campbell County Scholl District 1",1
"1668","Elementary","2024-08-16","Fremont County School District 38",1
"1669","Elementary","2024-08-16","Laramie County School District 1",1
"1670","Elementary","2024-08-16","Sweetwater County School District 1",2
"1671","Elementary","2024-08-16","Teton County School District 1",1
"1672","Elementary","2024-08-16","Uinta County School District 1",1
"1673","Elementary","2024-08-16","Weston County School District 1",1
"1674","Elementary","2024-08-23","Fremont County School District 38",1
"1675","Elementary","2024-08-23","Laramie County School District 1",1
"1676","Elementary","2024-08-23","Sweetwater County School District 1",2
"1677","Elementary","2024-08-23","Uinta County School District 1",1
"1678","Elementary","2024-08-23","Weston County School District 1",1
"1679","Elementary","2024-08-30","Fremont County School District 38",1
"1680","Elementary","2024-08-30","Laramie County School District 1",2
"1681","Elementary","2024-08-30","Sweetwater County School District 1",2
"1682","Elementary","2024-08-30","Teton County School District 1",1
"1683","Elementary","2024-08-30","Uinta County School District 1",1
"1684","Elementary","2024-08-30","Weston County School District 1",1
"1685","Elementary","2024-09-06","Fremont County School District 38",1
"1686","Elementary","2024-09-06","Sweetwater County School District 1",2
"1687","Elementary","2024-09-06","Teton County School District 1",1
"1688","Elementary","2024-09-06","Uinta County School District 1",1
"1689","Elementary","2024-09-06","Weston County School District 1",1
"1690","Elementary","2024-09-13","Campbell County Scholl District 1",1
"1691","Elementary","2024-09-13","Fremont County School District 38",1
"1692","Elementary","2024-09-13","Laramie County School District 1",1
"1693","Elementary","2024-09-13","Sweetwater County School District 1",2
"1694","Elementary","2024-09-13","Uinta County School District 1",1
"1695","Elementary","2024-09-13","Weston County School District 1",1
"1696","Elementary","2024-09-20","Fremont County School District 38",1
"1697","Elementary","2024-09-20","Laramie County School District 1",1
"1698","Elementary","2024-09-20","Sweetwater County School District 1",2
"1699","Elementary","2024-09-20","Weston County School District 1",1
"1700","Elementary","2024-09-27","Campbell County Scholl District 1",1
"1701","Elementary","2024-09-27","Fremont County School District 38",1
"1702","Elementary","2024-09-27","Laramie County School District 1",1
"1703","Elementary","2024-09-27","Sweetwater County School District 1",2
"1704","Elementary","2024-09-27","Teton County School District 1",1
"1705","Elementary","2024-09-27","Weston County School District 1",1
"1706","Elementary","2024-10-04","Campbell County Scholl District 1",1
"1707","Elementary","2024-10-04","Fremont County School District 38",1
"1708","Elementary","2024-10-04","Laramie County School District 1",3
"1709","Elementary","2024-10-04","Sweetwater County School District 1",2
"1710","Elementary","2024-10-04","Teton County School District 1",1
"1711","Elementary","2024-10-04","Weston County School District 1",1
"1712","Elementary","2024-10-11","Campbell County Scholl District 1",1
"1713","Elementary","2024-10-11","Fremont County School District 38",1
"1714","Elementary","2024-10-11","Laramie County School District 1",2
"1715","Elementary","2024-10-11","Sweetwater County School District 1",2
"1716","Elementary","2024-10-11","Teton County School District 1",1
"1717","Elementary","2024-10-11","Weston County School District 1",1
"1718","Elementary","2024-10-18","Fremont County School District 38",1
"1719","Elementary","2024-10-18","Laramie County School District 1",1
"1720","Elementary","2024-10-18","Sweetwater County School District 1",2
"1721","Elementary","2024-10-18","Weston County School District 1",1
"1722","Elementary","2024-10-25","Fremont County School District 38",1
"1723","Elementary","2024-10-25","Laramie County School District 1",1
"1724","Elementary","2024-10-25","Sweetwater County School District 1",2
"1725","Elementary","2024-10-25","Weston County School District 1",1
"1726","Elementary","2024-11-01","Campbell County Scholl District 1",1
"1727","Elementary","2024-11-01","Fremont County School District 38",1
"1728","Elementary","2024-11-01","Laramie County School District 1",1
"1729","Elementary","2024-11-01","Sweetwater County School District 1",2
"1730","Elementary","2024-11-01","Weston County School District 1",1
"1731","Elementary","2024-11-08","Fremont County School District 38",1
"1732","Elementary","2024-11-08","Laramie County School District 1",1
"1733","Elementary","2024-11-08","Sweetwater County School District 1",2
"1734","Elementary","2024-11-08","Weston County School District 1",1
"1735","Elementary","2024-11-15","Campbell County Scholl District 1",1
"1736","Elementary","2024-11-15","Fremont County School District 38",1
"1737","Elementary","2024-11-15","Laramie County School District 1",2
"1738","Elementary","2024-11-15","Sweetwater County School District 1",2
"1739","Elementary","2024-11-15","Weston County School District 1",1
"1740","Elementary","2024-11-22","Campbell County Scholl District 1",1
"1741","Elementary","2024-11-22","Fremont County School District 38",1
"1742","Elementary","2024-11-22","Laramie County School District 1",3
"1743","Elementary","2024-11-22","Sweetwater County School District 1",2
"1744","Elementary","2024-11-29","Campbell County Scholl District 1",1
"1745","Elementary","2024-11-29","Fremont County School District 38",1
"1746","Elementary","2024-11-29","Laramie County School District 1",3
"1747","Elementary","2024-11-29","Sweetwater County School District 1",2
"1748","Elementary","2024-12-06","Campbell County Scholl District 1",1
"1749","Elementary","2024-12-06","Fremont County School District 38",1
"1750","Elementary","2024-12-06","Hot Springs County School District 1",1
"1751","Elementary","2024-12-06","Laramie County School District 1",2
"1752","Elementary","2024-12-06","Sweetwater County School District 1",2
"1753","Elementary","2024-12-13","Fremont County School District 38",1
"1754","Elementary","2024-12-13","Hot Springs County School District 1",1
"1755","Elementary","2024-12-13","Laramie County School District 1",2
"1756","Elementary","2024-12-13","Sweetwater County School District 1",2
"1757","Elementary","2024-12-20","Campbell County Scholl District 1",1
"1758","Elementary","2024-12-20","Fremont County School District 25",1
"1759","Elementary","2024-12-20","Fremont County School District 38",1
"1760","Elementary","2024-12-20","Hot Springs County School District 1",1
"1761","Elementary","2024-12-20","Laramie County School District 1",2
"1762","Elementary","2024-12-20","Sweetwater County School District 1",2
"1763","Elementary","2024-12-27","Campbell County Scholl District 1",1
"1764","Elementary","2024-12-27","Fremont County School District 25",1
"1765","Elementary","2024-12-27","Fremont County School District 38",1
"1766","Elementary","2024-12-27","Hot Springs County School District 1",1
"1767","Elementary","2024-12-27","Laramie County School District 1",2
"1768","Elementary","2024-12-27","Sweetwater County School District 1",2
"1769","Elementary","2025-01-03","Campbell County Scholl District 1",1
"1770","Elementary","2025-01-03","Fremont County School District 25",2
"1771","Elementary","2025-01-03","Fremont County School District 38",1
"1772","Elementary","2025-01-03","Hot Springs County School District 1",1
"1773","Elementary","2025-01-03","Laramie County School District 1",2
"1774","Elementary","2025-01-03","Platte County School District 1",1
"1775","Elementary","2025-01-03","Sweetwater County School District 1",2
"1776","Elementary","2025-01-10","Campbell County Scholl District 1",1
"1777","Elementary","2025-01-10","Fremont County School District 25",2
"1778","Elementary","2025-01-10","Fremont County School District 38",1
"1779","Elementary","2025-01-10","Hot Springs County School District 1",1
"1780","Elementary","2025-01-10","Laramie County School District 1",2
"1781","Elementary","2025-01-10","Platte County School District 1",1
"1782","Elementary","2025-01-10","Sweetwater County School District 1",2
"1783","Elementary","2025-01-10","Uinta County School District 1",1
"1784","Elementary","2025-01-17","Fremont County School District 25",1
"1785","Elementary","2025-01-17","Fremont County School District 38",1
"1786","Elementary","2025-01-17","Hot Springs County School District 1",1
"1787","Elementary","2025-01-17","Laramie County School District 1",4
"1788","Elementary","2025-01-17","Platte County School District 1",1
"1789","Elementary","2025-01-17","Sublette County School District 1",1
"1790","Elementary","2025-01-17","Uinta County School District 1",1
"1791","Elementary","2025-01-24","Carbon County School District 2",1
"1792","Elementary","2025-01-24","Fremont County School District 1",1
"1793","Elementary","2025-01-24","Fremont County School District 21",1
"1794","Elementary","2025-01-24","Fremont County School District 25",4
"1795","Elementary","2025-01-24","Fremont County School District 38",1
"1796","Elementary","2025-01-24","Hot Springs County School District 1",1
"1797","Elementary","2025-01-24","Laramie County School District 1",4
"1798","Elementary","2025-01-24","Niobrara County School District 1",1
"1799","Elementary","2025-01-24","Sublette County School District 1",1
"1800","Elementary","2025-01-24","Uinta County School District 1",1
"1801","Elementary","2025-01-31","Carbon County School District 2",1
"1802","Elementary","2025-01-31","Fremont County School District 1",2
"1803","Elementary","2025-01-31","Fremont County School District 21",1
"1804","Elementary","2025-01-31","Fremont County School District 25",5
"1805","Elementary","2025-01-31","Fremont County School District 38",1
"1806","Elementary","2025-01-31","Hot Springs County School District 1",1
"1807","Elementary","2025-01-31","Laramie County School District 1",3
"1808","Elementary","2025-01-31","Niobrara County School District 1",1
"1809","Elementary","2025-01-31","Sublette County School District 9",1
"1810","Elementary","2025-01-31","Uinta County School District 1",1
"1811","Elementary","2025-02-07","Carbon County School District 1",1
"1812","Elementary","2025-02-07","Carbon County School District 2",1
"1813","Elementary","2025-02-07","Converse County School District 1",2
"1814","Elementary","2025-02-07","Crook County School District 1",1
"1815","Elementary","2025-02-07","Fremont County School District 1",2
"1816","Elementary","2025-02-07","Fremont County School District 21",1
"1817","Elementary","2025-02-07","Fremont County School District 25",6
"1818","Elementary","2025-02-07","Fremont County School District 38",1
"1819","Elementary","2025-02-07","Hot Springs County School District 1",1
"1820","Elementary","2025-02-07","Laramie County School District 1",3
"1821","Elementary","2025-02-07","Niobrara County School District 1",1
"1822","Elementary","2025-02-07","Park County School District 1",1
"1823","Elementary","2025-02-07","Sublette County School District 9",1
"1824","Elementary","2025-02-07","Uinta County School District 1",1
"1825","Elementary","2025-02-14","Big Horn School District 3",1
"1826","Elementary","2025-02-14","Carbon County School District 1",1
"1827","Elementary","2025-02-14","Carbon County School District 2",1
"1828","Elementary","2025-02-14","Converse County School District 1",2
"1829","Elementary","2025-02-14","Crook County School District 1",4
"1830","Elementary","2025-02-14","Fremont County School District 1",2
"1831","Elementary","2025-02-14","Fremont County School District 21",1
"1832","Elementary","2025-02-14","Fremont County School District 25",6
"1833","Elementary","2025-02-14","Fremont County School District 38",1
"1834","Elementary","2025-02-14","Hot Springs County School District 1",1
"1835","Elementary","2025-02-14","Laramie County School District 1",6
"1836","Elementary","2025-02-14","Lincoln County School District 1",1
"1837","Elementary","2025-02-14","Lincoln County School District 2",1
"1838","Elementary","2025-02-14","Natrona School District 1",1
"1839","Elementary","2025-02-14","Niobrara County School District 1",1
"1840","Elementary","2025-02-14","Park County School District 1",1
"1841","Elementary","2025-02-14","Sheridan County School District 1",1
"1842","Elementary","2025-02-14","Sublette County School District 9",1
"1843","Elementary","2025-02-14","Uinta County School District 1",1
"1844","Elementary","2025-02-14","Washakie County School District 1",1
"1845","Elementary","2025-02-21","Big Horn School District 3",1
"1846","Elementary","2025-02-21","Carbon County School District 1",2
"1847","Elementary","2025-02-21","Carbon County School District 2",1
"1848","Elementary","2025-02-21","Converse County School District 1",2
"1849","Elementary","2025-02-21","Crook County School District 1",4
"1850","Elementary","2025-02-21","Fremont County School District 1",2
"1851","Elementary","2025-02-21","Fremont County School District 21",1
"1852","Elementary","2025-02-21","Fremont County School District 25",5
"1853","Elementary","2025-02-21","Fremont County School District 38",1
"1854","Elementary","2025-02-21","Hot Springs County School District 1",1
"1855","Elementary","2025-02-21","Laramie County School District 1",2
"1856","Elementary","2025-02-21","Lincoln County School District 1",1
"1857","Elementary","2025-02-21","Lincoln County School District 2",1
"1858","Elementary","2025-02-21","Natrona School District 1",1
"1859","Elementary","2025-02-21","Niobrara County School District 1",1
"1860","Elementary","2025-02-21","Park County School District 1",1
"1861","Elementary","2025-02-21","Platte County School District 1",1
"1862","Elementary","2025-02-21","Sheridan County School District 1",1
"1863","Elementary","2025-02-21","Sheridan County School District 2",5
"1864","Elementary","2025-02-21","Sublette County School District 9",1
"1865","Elementary","2025-02-21","Teton County School District 1",4
"1866","Elementary","2025-02-21","Uinta County School District 1",1
"1867","Elementary","2025-02-21","Washakie County School District 1",1
"1868","Elementary","2025-02-28","Campbell County Scholl District 1",2
"1869","Elementary","2025-02-28","Carbon County School District 1",2
"1870","Elementary","2025-02-28","Carbon County School District 2",1
"1871","Elementary","2025-02-28","Converse County School Distrcit 2",2
"1872","Elementary","2025-02-28","Converse County School District 1",2
"1873","Elementary","2025-02-28","Crook County School District 1",4
"1874","Elementary","2025-02-28","Fremont County School District 1",2
"1875","Elementary","2025-02-28","Fremont County School District 21",1
"1876","Elementary","2025-02-28","Fremont County School District 38",1
"1877","Elementary","2025-02-28","Hot Springs County School District 1",1
"1878","Elementary","2025-02-28","Laramie County School District 1",2
"1879","Elementary","2025-02-28","Laramie County School District 2",2
"1880","Elementary","2025-02-28","Lincoln County School District 1",1
"1881","Elementary","2025-02-28","Lincoln County School District 2",1
"1882","Elementary","2025-02-28","Niobrara County School District 1",1
"1883","Elementary","2025-02-28","Platte County School District 1",1
"1884","Elementary","2025-02-28","Sheridan County School District 2",5
"1885","Elementary","2025-02-28","Teton County School District 1",3
"1886","Elementary","2025-02-28","Uinta County School District 1",1
"1887","Elementary","2025-02-28","Washakie County School District 1",1
"1888","Elementary","2025-03-07","Campbell County Scholl District 1",8
"1889","Elementary","2025-03-07","Carbon County School District 1",1
"1890","Elementary","2025-03-07","Carbon County School District 2",1
"1891","Elementary","2025-03-07","Converse County School Distrcit 2",2
"1892","Elementary","2025-03-07","Converse County School District 1",2
"1893","Elementary","2025-03-07","Crook County School District 1",3
"1894","Elementary","2025-03-07","Fremont County School District 1",2
"1895","Elementary","2025-03-07","Fremont County School District 21",1
"1896","Elementary","2025-03-07","Fremont County School District 25",1
"1897","Elementary","2025-03-07","Fremont County School District 38",1
"1898","Elementary","2025-03-07","Hot Springs County School District 1",1
"1899","Elementary","2025-03-07","Laramie County School District 1",1
"1900","Elementary","2025-03-07","Laramie County School District 2",1
"1901","Elementary","2025-03-07","Lincoln County School District 1",1
"1902","Elementary","2025-03-07","Lincoln County School District 2",1
"1903","Elementary","2025-03-07","Niobrara County School District 1",1
"1904","Elementary","2025-03-07","Platte County School District 1",1
"1905","Elementary","2025-03-07","Sheridan County School District 2",6
"1906","Elementary","2025-03-07","Teton County School District 1",3
"1907","Elementary","2025-03-07","Uinta County School District 1",1
"1908","Elementary","2025-03-07","Washakie County School District 1",1
"1909","Elementary","2025-03-14","Albany Count School District 1",1
"1910","Elementary","2025-03-14","Big Horn School District 2",1
"1911","Elementary","2025-03-14","Big Horn School District 3",3
"1912","Elementary","2025-03-14","Campbell County Scholl District 1",11
"1913","Elementary","2025-03-14","Carbon County School District 1",1
"1914","Elementary","2025-03-14","Converse County School Distrcit 2",2
"1915","Elementary","2025-03-14","Converse County School District 1",3
"1916","Elementary","2025-03-14","Crook County School District 1",3
"1917","Elementary","2025-03-14","Fremont County School District 1",2
"1918","Elementary","2025-03-14","Fremont County School District 21",1
"1919","Elementary","2025-03-14","Fremont County School District 25",1
"1920","Elementary","2025-03-14","Fremont County School District 38",1
"1921","Elementary","2025-03-14","Hot Springs County School District 1",1
"1922","Elementary","2025-03-14","Laramie County School District 1",12
"1923","Elementary","2025-03-14","Laramie County School District 2",2
"1924","Elementary","2025-03-14","Lincoln County School District 1",1
"1925","Elementary","2025-03-14","Lincoln County School District 2",1
"1926","Elementary","2025-03-14","Natrona School District 1",5
"1927","Elementary","2025-03-14","Niobrara County School District 1",1
"1928","Elementary","2025-03-14","Platte County School District 1",1
"1929","Elementary","2025-03-14","Sheridan County School District 2",4
"1930","Elementary","2025-03-14","Sweetwater County School District 1",1
"1931","Elementary","2025-03-14","Sweetwater County School District 2",1
"1932","Elementary","2025-03-14","Teton County School District 1",3
"1933","Elementary","2025-03-14","Uinta County School District 1",1
"1934","Elementary","2025-03-21","Albany Count School District 1",1
"1935","Elementary","2025-03-21","Big Horn School District 2",1
"1936","Elementary","2025-03-21","Big Horn School District 3",3
"1937","Elementary","2025-03-21","Campbell County Scholl District 1",11
"1938","Elementary","2025-03-21","Carbon County School District 1",1
"1939","Elementary","2025-03-21","Converse County School Distrcit 2",2
"1940","Elementary","2025-03-21","Converse County School District 1",3
"1941","Elementary","2025-03-21","Crook County School District 1",2
"1942","Elementary","2025-03-21","Fremont County School District 1",2
"1943","Elementary","2025-03-21","Fremont County School District 14",1
"1944","Elementary","2025-03-21","Fremont County School District 21",1
"1945","Elementary","2025-03-21","Fremont County School District 24",1
"1946","Elementary","2025-03-21","Fremont County School District 38",1
"1947","Elementary","2025-03-21","Hot Springs County School District 1",1
"1948","Elementary","2025-03-21","Laramie County School District 1",13
"1949","Elementary","2025-03-21","Laramie County School District 2",1
"1950","Elementary","2025-03-21","Lincoln County School District 1",1
"1951","Elementary","2025-03-21","Lincoln County School District 2",1
"1952","Elementary","2025-03-21","Natrona School District 1",5
"1953","Elementary","2025-03-21","Niobrara County School District 1",1
"1954","Elementary","2025-03-21","Platte County School District 1",1
"1955","Elementary","2025-03-21","Sheridan County School District 2",4
"1956","Elementary","2025-03-21","Sweetwater County School District 1",1
"1957","Elementary","2025-03-21","Sweetwater County School District 2",1
"1958","Elementary","2025-03-21","Teton County School District 1",3
"1959","Elementary","2025-03-21","Uinta County School District 1",1
"1960","Elementary","2025-03-28","Albany Count School District 1",1
"1961","Elementary","2025-03-28","Big Horn School District 2",1
"1962","Elementary","2025-03-28","Big Horn School District 3",3
"1963","Elementary","2025-03-28","Big Horn School District 4",1
"1964","Elementary","2025-03-28","Campbell County Scholl District 1",3
"1965","Elementary","2025-03-28","Carbon County School District 1",1
"1966","Elementary","2025-03-28","Converse County School District 1",3
"1967","Elementary","2025-03-28","Crook County School District 1",2
"1968","Elementary","2025-03-28","Fremont County School District 1",2
"1969","Elementary","2025-03-28","Fremont County School District 14",1
"1970","Elementary","2025-03-28","Fremont County School District 21",1
"1971","Elementary","2025-03-28","Fremont County School District 24",1
"1972","Elementary","2025-03-28","Fremont County School District 38",1
"1973","Elementary","2025-03-28","Hot Springs County School District 1",1
"1974","Elementary","2025-03-28","Laramie County School District 1",14
"1975","Elementary","2025-03-28","Laramie County School District 2",2
"1976","Elementary","2025-03-28","Lincoln County School District 1",1
"1977","Elementary","2025-03-28","Lincoln County School District 2",1
"1978","Elementary","2025-03-28","Natrona School District 1",5
"1979","Elementary","2025-03-28","Niobrara County School District 1",1
"1980","Elementary","2025-03-28","Platte County School District 1",1
"1981","Elementary","2025-03-28","Sheridan County School District 2",3
"1982","Elementary","2025-03-28","Sweetwater County School District 1",1
"1983","Elementary","2025-03-28","Sweetwater County School District 2",1
"1984","Elementary","2025-03-28","Teton County School District 1",3
"1985","Elementary","2025-03-28","Uinta County School District 1",1
"1986","Elementary","2025-04-04","Albany Count School District 1",1
"1987","Elementary","2025-04-04","Big Horn School District 2",1
"1988","Elementary","2025-04-04","Big Horn School District 3",3
"1989","Elementary","2025-04-04","Campbell County Scholl District 1",4
"1990","Elementary","2025-04-04","Carbon County School District 1",1
"1991","Elementary","2025-04-04","Converse County School District 1",3
"1992","Elementary","2025-04-04","Crook County School District 1",2
"1993","Elementary","2025-04-04","Fremont County School District 1",2
"1994","Elementary","2025-04-04","Fremont County School District 14",1
"1995","Elementary","2025-04-04","Fremont County School District 21",1
"1996","Elementary","2025-04-04","Fremont County School District 38",1
"1997","Elementary","2025-04-04","Hot Springs County School District 1",1
"1998","Elementary","2025-04-04","Laramie County School District 1",15
"1999","Elementary","2025-04-04","Laramie County School District 2",2
"2000","Elementary","2025-04-04","Lincoln County School District 1",1
"2001","Elementary","2025-04-04","Lincoln County School District 2",1
"2002","Elementary","2025-04-04","Natrona School District 1",5
"2003","Elementary","2025-04-04","Niobrara County School District 1",1
"2004","Elementary","2025-04-04","Park County School District 16",1
"2005","Elementary","2025-04-04","Platte County School District 1",1
"2006","Elementary","2025-04-04","Sheridan County School District 1",1
"2007","Elementary","2025-04-04","Sheridan County School District 2",2
"2008","Elementary","2025-04-04","Sweetwater County School District 1",9
"2009","Elementary","2025-04-04","Sweetwater County School District 2",1
"2010","Elementary","2025-04-04","Teton County School District 1",3
"2011","Elementary","2025-04-04","Uinta County School District 1",1
"2012","Elementary","2025-04-11","Albany Count School District 1",3
"2013","Elementary","2025-04-11","Big Horn School District 1",1
"2014","Elementary","2025-04-11","Big Horn School District 2",1
"2015","Elementary","2025-04-11","Big Horn School District 3",3
"2016","Elementary","2025-04-11","Big Horn School District 4",1
"2017","Elementary","2025-04-11","Campbell County Scholl District 1",4
"2018","Elementary","2025-04-11","Carbon County School District 1",1
"2019","Elementary","2025-04-11","Converse County School District 1",1
"2020","Elementary","2025-04-11","Crook County School District 1",1
"2021","Elementary","2025-04-11","Fremont County School District 1",2
"2022","Elementary","2025-04-11","Fremont County School District 21",1
"2023","Elementary","2025-04-11","Fremont County School District 25",1
"2024","Elementary","2025-04-11","Fremont County School District 38",1
"2025","Elementary","2025-04-11","Hot Springs County School District 1",1
"2026","Elementary","2025-04-11","Laramie County School District 1",10
"2027","Elementary","2025-04-11","Laramie County School District 2",4
"2028","Elementary","2025-04-11","Lincoln County School District 1",1
"2029","Elementary","2025-04-11","Lincoln County School District 2",1
"2030","Elementary","2025-04-11","Natrona School District 1",3
"2031","Elementary","2025-04-11","Niobrara County School District 1",1
"2032","Elementary","2025-04-11","Park County School District 16",1
"2033","Elementary","2025-04-11","Platte County School District 1",1
"2034","Elementary","2025-04-11","Sheridan County School District 1",1
"2035","Elementary","2025-04-11","Sheridan County School District 2",1
"2036","Elementary","2025-04-11","Sweetwater County School District 1",5
"2037","Elementary","2025-04-11","Sweetwater County School District 2",1
"2038","Elementary","2025-04-11","Teton County School District 1",3
"2039","Elementary","2025-04-11","Uinta County School District 1",1
"2040","Elementary","2025-04-18","Albany Count School District 1",2
"2041","Elementary","2025-04-18","Big Horn School District 1",1
"2042","Elementary","2025-04-18","Big Horn School District 2",1
"2043","Elementary","2025-04-18","Big Horn School District 4",1
"2044","Elementary","2025-04-18","Campbell County Scholl District 1",4
"2045","Elementary","2025-04-18","Carbon County School District 1",2
"2046","Elementary","2025-04-18","Fremont County School District 1",2
"2047","Elementary","2025-04-18","Fremont County School District 21",1
"2048","Elementary","2025-04-18","Fremont County School District 38",1
"2049","Elementary","2025-04-18","Hot Springs County School District 1",1
"2050","Elementary","2025-04-18","Laramie County School District 1",7
"2051","Elementary","2025-04-18","Laramie County School District 2",1
"2052","Elementary","2025-04-18","Lincoln County School District 1",1
"2053","Elementary","2025-04-18","Lincoln County School District 2",1
"2054","Elementary","2025-04-18","Natrona School District 1",3
"2055","Elementary","2025-04-18","Niobrara County School District 1",1
"2056","Elementary","2025-04-18","Park County School District 16",1
