"","Category","Archive_Date","Institution","sum"
"3450","Social Science",2025-01-24,"Western Wyoming Community College",1
"3451","Social Science",2025-01-31,"University of Wyoming",3
"3452","Social Science",2025-01-31,"Western Wyoming Community College",1
"3453","Social Science",2025-02-07,"University of Wyoming",3
"3454","Social Science",2025-02-07,"Western Wyoming Community College",1
"3455","Social Science",2025-02-14,"University of Wyoming",2
"3456","Social Science",2025-02-14,"Western Wyoming Community College",2
"3457","Social Science",2025-02-21,"University of Wyoming",2
"3458","Social Science",2025-02-21,"Western Wyoming Community College",2
"3459","Social Science",2025-02-28,"University of Wyoming",2
"3460","Social Science",2025-02-28,"Western Wyoming Community College",2
"3461","Social Science",2025-03-07,"University of Wyoming",2
"3462","Social Science",2025-03-07,"Western Wyoming Community College",1
"3463","Social Science",2025-03-14,"University of Wyoming",2
"3464","Social Science",2025-03-14,"Western Wyoming Community College",1
"3465","Social Science",2025-03-21,"University of Wyoming",2
"3466","Social Science",2025-03-21,"Western Wyoming Community College",1
"3467","Social Science",2025-03-28,"University of Wyoming",2
"3468","Social Science",2025-03-28,"Western Wyoming Community College",1
"3469","Social Science",2025-04-04,"University of Wyoming",2
"3470","Social Science",2025-04-04,"Western Wyoming Community College",1
"3471","Social Science",2025-04-11,"University of Wyoming",1
"3472","Social Science",2025-04-11,"Western Wyoming Community College",1
"3473","Social Science",2025-04-18,"University of Wyoming",1
"3474","Social Science",2025-04-18,"Western Wyoming Community College",1
"3475","Social Science",2025-04-25,"University of Wyoming",1
"3476","Social Science",2025-04-25,"Western Wyoming Community College",1
"3477","Social Science",2025-05-02,"Gillette College",1
"3478","Social Science",2025-05-02,"University of Wyoming",1
"3479","Social Science",2025-05-02,"Western Wyoming Community College",1
"3480","Social Science",2025-05-09,"Gillette College",1
"3481","Social Science",2025-05-09,"University of Wyoming",1
"3482","Social Science",2025-05-09,"Western Wyoming Community College",1
"3483","Social Science",2025-05-16,"Gillette College",1
"3484","Social Science",2025-05-16,"University of Wyoming",1
"3485","Social Science",2025-05-16,"Western Wyoming Community College",1
"3486","Social Science",2025-05-23,"Gillette College",1
"3487","Social Science",2025-05-23,"Northwest College",2
"3488","Social Science",2025-05-23,"University of Wyoming",1
"3489","Social Science",2025-05-30,"Gillette College",1
"3490","Social Science",2025-05-30,"Northwest College",2
"3491","Social Science",2025-05-30,"University of Wyoming",1
"3492","Social Science",2025-06-06,"Gillette College",1
"3493","Social Science",2025-06-06,"Northwest College",2
"3494","Social Science",2025-06-06,"University of Wyoming",1
"3495","Social Science",2025-06-13,"Gillette College",1
"3496","Social Science",2025-06-13,"University of Wyoming",1
"3497","Social Science",2025-06-20,"Gillette College",1
"3498","Social Science",2025-06-20,"University of Wyoming",1
"3499","Social Science",2025-06-27,"Gillette College",1
"3500","Social Science",2025-06-27,"University of Wyoming",1
"3501","Social Science",2025-07-04,"Gillette College",1
"3502","Social Science",2025-07-04,"University of Wyoming",1
"3503","Social Science",2025-07-11,"Gillette College",1
"3504","Social Science",2025-07-18,"Gillette College",1
"3505","Social Science",2025-07-25,"Gillette College",1
"3506","Social Science",2025-08-01,"Gillette College",1
"3507","Social Science",2025-08-08,"Gillette College",1
"3508","Social Science",2025-08-15,"Gillette College",1
"3509","Social Science",2025-08-15,"University of Wyoming",1
"3510","Social Science",2025-08-22,"Gillette College",1
"3511","Social Science",2025-08-22,"University of Wyoming",1
"3512","Social Science",2025-08-29,"Gillette College",1
"3513","Social Science",2025-08-29,"University of Wyoming",1
"3514","Social Science",2025-09-05,"Gillette College",1
"3515","Social Science",2025-09-05,"University of Wyoming",1
"3516","Social Science",2025-09-12,"Gillette College",1
"3517","Social Science",2025-09-12,"University of Wyoming",1
"3518","Social Science",2025-09-19,"Gillette College",1
"3519","Social Science",2025-09-19,"University of Wyoming",2
"3520","Social Science",2025-09-26,"Gillette College",1
"3521","Social Science",2025-09-26,"University of Wyoming",2
"3522","Social Science",2025-10-03,"Gillette College",1
"3523","Social Science",2025-10-03,"University of Wyoming",2
"3524","Social Science",2025-10-10,"Gillette College",1
"3525","Social Science",2025-10-10,"University of Wyoming",2
"3526","Social Science",2025-10-17,"Gillette College",1
"3527","Social Science",2025-10-17,"Laramie County Community College",2
"3528","Social Science",2025-10-17,"University of Wyoming",2
"3529","Social Science",2025-10-24,"Gillette College",1
"3530","Social Science",2025-10-24,"Laramie County Community College",2
"3531","Social Science",2025-10-24,"University of Wyoming",2
"3532","Social Science",2025-10-31,"Gillette College",1
"3533","Social Science",2025-10-31,"Laramie County Community College",2
"3534","Social Science",2025-10-31,"University of Wyoming",2
"3535","Social Science",2025-11-07,"Gillette College",1
"3536","Social Science",2025-11-07,"Laramie County Community College",2
"3537","Social Science",2025-11-07,"University of Wyoming",2
"3538","Social Science",2025-11-14,"Gillette College",1
"3539","Social Science",2025-11-14,"Laramie County Community College",2
"3540","Social Science",2025-11-14,"University of Wyoming",2
"3541","Social Science",2025-11-21,"Gillette College",1
"3542","Social Science",2025-11-21,"Laramie County Community College",2
"3543","Social Science",2025-11-21,"University of Wyoming",2
"3544","Social Science",2025-11-28,"Gillette College",1
"3545","Social Science",2025-11-28,"Laramie County Community College",2
"3546","Social Science",2025-11-28,"University of Wyoming",1
"3547","Social Science",2025-12-05,"Gillette College",1
"3548","Social Science",2025-12-05,"Laramie County Community College",2
"3549","Social Science",2025-12-05,"University of Wyoming",1
"3550","Social Science",2025-12-12,"Gillette College",1
"3551","Social Science",2025-12-12,"Laramie County Community College",2
"3552","Social Science",2025-12-12,"University of Wyoming",1
"3553","Social Science",2025-12-19,"Gillette College",1
"3554","Social Science",2025-12-19,"Laramie County Community College",3
"3555","Social Science",2025-12-19,"Northwest College",1
"3556","Social Science",2025-12-19,"Western Wyoming Community College",1
"3557","Social Science",2025-12-26,"Gillette College",2
"3558","Social Science",2025-12-26,"Laramie County Community College",3
"3559","Social Science",2025-12-26,"Northwest College",1
"3560","Social Science",2025-12-26,"Western Wyoming Community College",1
"3561","Social Science",2026-01-02,"Gillette College",2
"3562","Social Science",2026-01-02,"Laramie County Community College",3
"3563","Social Science",2026-01-02,"Northwest College",1
"3564","Social Science",2026-01-02,"Western Wyoming Community College",1
"3565","Social Science",2026-01-09,"Gillette College",2
"3566","Social Science",2026-01-09,"Laramie County Community College",4
"3567","Social Science",2026-01-09,"Northwest College",1
"3568","Social Science",2026-01-09,"Western Wyoming Community College",1
"3569","Social Science",2026-01-16,"Gillette College",2
"3570","Social Science",2026-01-16,"Laramie County Community College",4
"3571","Social Science",2026-01-16,"Western Wyoming Community College",1
"3572","Social Science",2026-01-23,"Gillette College",1
"3573","Social Science",2026-01-23,"Laramie County Community College",4
"3574","Social Science",2026-01-23,"Western Wyoming Community College",1
"3575","Social Science",2026-01-30,"Gillette College",1
"3576","Social Science",2026-01-30,"Laramie County Community College",4
"3577","Social Science",2026-01-30,"Western Wyoming Community College",1
"3578","Social Science",2026-02-06,"Gillette College",1
"3579","Social Science",2026-02-06,"Laramie County Community College",4
"3580","Social Science",2026-02-06,"Western Wyoming Community College",1
"3581","Social Science",2026-02-13,"Gillette College",1
"3582","Social Science",2026-02-13,"Laramie County Community College",4
"3583","Social Science",2026-02-13,"Western Wyoming Community College",1
"3584","Social Science",2026-02-20,"Gillette College",1
"3585","Social Science",2026-02-20,"Laramie County Community College",4
"3586","Social Science",2026-02-20,"Western Wyoming Community College",1
"3587","Social Science",2026-02-27,"Gillette College",1
"3588","Social Science",2026-02-27,"Laramie County Community College",4
"3589","Social Science",2026-02-27,"Western Wyoming Community College",1
"3590","The Arts",2024-08-09,"Central Wyoming College",1
"3591","The Arts",2024-08-09,"Gillette College",2
"3592","The Arts",2024-08-09,"Northwest College",1
"3593","The Arts",2024-08-09,"Sheridan College",10
"3594","The Arts",2024-08-16,"Central Wyoming College",1
"3595","The Arts",2024-08-16,"Gillette College",2
"3596","The Arts",2024-08-16,"Northwest College",1
"3597","The Arts",2024-08-16,"Sheridan College",10
"3598","The Arts",2024-08-23,"Central Wyoming College",1
"3599","The Arts",2024-08-23,"Gillette College",2
"3600","The Arts",2024-08-23,"Sheridan College",10
"3601","The Arts",2024-08-30,"Central Wyoming College",1
"3602","The Arts",2024-08-30,"Gillette College",2
"3603","The Arts",2024-08-30,"Sheridan College",10
"3604","The Arts",2024-09-06,"Central Wyoming College",1
"3605","The Arts",2024-09-06,"Gillette College",2
"3606","The Arts",2024-09-06,"Sheridan College",11
"3607","The Arts",2024-09-13,"Central Wyoming College",1
"3608","The Arts",2024-09-13,"Gillette College",2
"3609","The Arts",2024-09-13,"Sheridan College",12
"3610","The Arts",2024-09-13,"University of Wyoming",2
"3611","The Arts",2024-09-20,"Central Wyoming College",1
"3612","The Arts",2024-09-20,"Gillette College",2
"3613","The Arts",2024-09-20,"Sheridan College",12
"3614","The Arts",2024-09-20,"University of Wyoming",2
"3615","The Arts",2024-09-27,"Central Wyoming College",1
"3616","The Arts",2024-09-27,"Gillette College",2
"3617","The Arts",2024-09-27,"Sheridan College",14
"3618","The Arts",2024-09-27,"University of Wyoming",2
"3619","The Arts",2024-10-04,"Central Wyoming College",1
"3620","The Arts",2024-10-04,"Gillette College",2
"3621","The Arts",2024-10-04,"Sheridan College",14
"3622","The Arts",2024-10-04,"University of Wyoming",2
"3623","The Arts",2024-10-11,"Central Wyoming College",1
"3624","The Arts",2024-10-11,"Gillette College",2
"3625","The Arts",2024-10-11,"Sheridan College",14
"3626","The Arts",2024-10-11,"University of Wyoming",3
"3627","The Arts",2024-10-18,"Central Wyoming College",1
"3628","The Arts",2024-10-18,"Gillette College",2
"3629","The Arts",2024-10-18,"Sheridan College",14
"3630","The Arts",2024-10-18,"University of Wyoming",4
"3631","The Arts",2024-10-25,"Gillette College",2
"3632","The Arts",2024-10-25,"Sheridan College",15
"3633","The Arts",2024-10-25,"University of Wyoming",4
"3634","The Arts",2024-11-01,"Central Wyoming College",1
"3635","The Arts",2024-11-01,"Gillette College",2
"3636","The Arts",2024-11-01,"Sheridan College",15
"3637","The Arts",2024-11-01,"University of Wyoming",4
"3638","The Arts",2024-11-08,"Central Wyoming College",1
"3639","The Arts",2024-11-08,"Gillette College",2
"3640","The Arts",2024-11-08,"Sheridan College",15
"3641","The Arts",2024-11-08,"University of Wyoming",4
"3642","The Arts",2024-11-15,"Central Wyoming College",1
"3643","The Arts",2024-11-15,"Gillette College",2
"3644","The Arts",2024-11-15,"Sheridan College",15
"3645","The Arts",2024-11-15,"University of Wyoming",4
"3646","The Arts",2024-11-22,"Central Wyoming College",1
"3647","The Arts",2024-11-22,"Gillette College",2
"3648","The Arts",2024-11-22,"Sheridan College",15
"3649","The Arts",2024-11-22,"University of Wyoming",4
"3650","The Arts",2024-11-29,"Central Wyoming College",1
"3651","The Arts",2024-11-29,"Gillette College",2
"3652","The Arts",2024-11-29,"Sheridan College",15
"3653","The Arts",2024-11-29,"University of Wyoming",4
"3654","The Arts",2024-12-06,"Central Wyoming College",1
"3655","The Arts",2024-12-06,"Gillette College",2
"3656","The Arts",2024-12-06,"Sheridan College",15
"3657","The Arts",2024-12-06,"University of Wyoming",4
"3658","The Arts",2024-12-13,"Central Wyoming College",1
"3659","The Arts",2024-12-13,"Gillette College",2
"3660","The Arts",2024-12-13,"Northwest College",1
"3661","The Arts",2024-12-13,"Sheridan College",15
"3662","The Arts",2024-12-13,"University of Wyoming",5
"3663","The Arts",2024-12-20,"Central Wyoming College",1
"3664","The Arts",2024-12-20,"Gillette College",2
"3665","The Arts",2024-12-20,"Northwest College",1
"3666","The Arts",2024-12-20,"Sheridan College",16
"3667","The Arts",2024-12-20,"University of Wyoming",5
"3668","The Arts",2024-12-27,"Central Wyoming College",1
"3669","The Arts",2024-12-27,"Gillette College",2
"3670","The Arts",2024-12-27,"Northwest College",1
"3671","The Arts",2024-12-27,"Sheridan College",16
"3672","The Arts",2024-12-27,"University of Wyoming",5
"3673","The Arts",2025-01-03,"Central Wyoming College",1
"3674","The Arts",2025-01-03,"Gillette College",2
"3675","The Arts",2025-01-03,"Northwest College",1
"3676","The Arts",2025-01-03,"Sheridan College",16
"3677","The Arts",2025-01-03,"University of Wyoming",4
"3678","The Arts",2025-01-10,"Casper College",1
"3679","The Arts",2025-01-10,"Central Wyoming College",1
"3680","The Arts",2025-01-10,"Gillette College",2
"3681","The Arts",2025-01-10,"Northwest College",1
"3682","The Arts",2025-01-10,"Sheridan College",16
"3683","The Arts",2025-01-10,"University of Wyoming",3
"3684","The Arts",2025-01-17,"Casper College",1
"3685","The Arts",2025-01-17,"Central Wyoming College",1
"3686","The Arts",2025-01-17,"Gillette College",2
"3687","The Arts",2025-01-17,"Northwest College",1
"3688","The Arts",2025-01-17,"Sheridan College",16
"3689","The Arts",2025-01-17,"University of Wyoming",3
"3690","The Arts",2025-01-24,"Casper College",1
"3691","The Arts",2025-01-24,"Central Wyoming College",1
"3692","The Arts",2025-01-24,"Gillette College",2
"3693","The Arts",2025-01-24,"Northwest College",1
"3694","The Arts",2025-01-24,"Sheridan College",16
"3695","The Arts",2025-01-24,"University of Wyoming",3
"3696","The Arts",2025-01-31,"Casper College",1
"3697","The Arts",2025-01-31,"Central Wyoming College",1
"3698","The Arts",2025-01-31,"Gillette College",2
"3699","The Arts",2025-01-31,"Northwest College",1
"3700","The Arts",2025-01-31,"Sheridan College",16
"3701","The Arts",2025-01-31,"University of Wyoming",3
"3702","The Arts",2025-02-07,"Casper College",1
"3703","The Arts",2025-02-07,"Central Wyoming College",1
"3704","The Arts",2025-02-07,"Gillette College",2
"3705","The Arts",2025-02-07,"Northwest College",1
"3706","The Arts",2025-02-07,"Sheridan College",16
"3707","The Arts",2025-02-07,"University of Wyoming",3
"3708","The Arts",2025-02-14,"Casper College",1
"3709","The Arts",2025-02-14,"Central Wyoming College",1
"3710","The Arts",2025-02-14,"Gillette College",2
"3711","The Arts",2025-02-14,"Northwest College",1
"3712","The Arts",2025-02-14,"Sheridan College",16
"3713","The Arts",2025-02-14,"University of Wyoming",3
"3714","The Arts",2025-02-14,"Western Wyoming Community College",1
"3715","The Arts",2025-02-21,"Central Wyoming College",1
"3716","The Arts",2025-02-21,"Gillette College",2
"3717","The Arts",2025-02-21,"Northwest College",1
"3718","The Arts",2025-02-21,"Sheridan College",16
"3719","The Arts",2025-02-21,"University of Wyoming",3
"3720","The Arts",2025-02-21,"Western Wyoming Community College",1
"3721","The Arts",2025-02-28,"Central Wyoming College",1
"3722","The Arts",2025-02-28,"Gillette College",2
"3723","The Arts",2025-02-28,"Northwest College",1
"3724","The Arts",2025-02-28,"Sheridan College",16
"3725","The Arts",2025-02-28,"University of Wyoming",3
"3726","The Arts",2025-02-28,"Western Wyoming Community College",1
"3727","The Arts",2025-03-07,"Central Wyoming College",1
"3728","The Arts",2025-03-07,"Gillette College",2
"3729","The Arts",2025-03-07,"Northwest College",1
"3730","The Arts",2025-03-07,"Sheridan College",16
"3731","The Arts",2025-03-07,"University of Wyoming",2
"3732","The Arts",2025-03-07,"Western Wyoming Community College",1
"3733","The Arts",2025-03-14,"Central Wyoming College",1
"3734","The Arts",2025-03-14,"Gillette College",2
"3735","The Arts",2025-03-14,"Northwest College",1
"3736","The Arts",2025-03-14,"Sheridan College",16
"3737","The Arts",2025-03-14,"University of Wyoming",2
"3738","The Arts",2025-03-14,"Western Wyoming Community College",1
"3739","The Arts",2025-03-21,"Central Wyoming College",1
"3740","The Arts",2025-03-21,"Gillette College",2
"3741","The Arts",2025-03-21,"Northwest College",1
"3742","The Arts",2025-03-21,"Sheridan College",16
"3743","The Arts",2025-03-21,"University of Wyoming",2
"3744","The Arts",2025-03-21,"Western Wyoming Community College",1
"3745","The Arts",2025-03-28,"Central Wyoming College",1
"3746","The Arts",2025-03-28,"Gillette College",2
"3747","The Arts",2025-03-28,"Northwest College",1
"3748","The Arts",2025-03-28,"Sheridan College",16
"3749","The Arts",2025-03-28,"University of Wyoming",2
"3750","The Arts",2025-03-28,"Western Wyoming Community College",1
"3751","The Arts",2025-04-04,"Central Wyoming College",1
"3752","The Arts",2025-04-04,"Gillette College",2
"3753","The Arts",2025-04-04,"Northwest College",1
"3754","The Arts",2025-04-04,"Sheridan College",16
"3755","The Arts",2025-04-04,"University of Wyoming",2
"3756","The Arts",2025-04-04,"Western Wyoming Community College",1
"3757","The Arts",2025-04-11,"Central Wyoming College",1
"3758","The Arts",2025-04-11,"Gillette College",2
"3759","The Arts",2025-04-11,"Laramie County Community College",1
"3760","The Arts",2025-04-11,"Northwest College",1
"3761","The Arts",2025-04-11,"Sheridan College",16
"3762","The Arts",2025-04-11,"University of Wyoming",2
"3763","The Arts",2025-04-11,"Western Wyoming Community College",1
"3764","The Arts",2025-04-18,"Central Wyoming College",1
"3765","The Arts",2025-04-18,"Laramie County Community College",1
"3766","The Arts",2025-04-18,"Northwest College",1
"3767","The Arts",2025-04-18,"Sheridan College",16
"3768","The Arts",2025-04-18,"University of Wyoming",2
"3769","The Arts",2025-04-18,"Western Wyoming Community College",1
"3770","The Arts",2025-04-25,"Central Wyoming College",1
"3771","The Arts",2025-04-25,"Laramie County Community College",1
"3772","The Arts",2025-04-25,"Northwest College",1
"3773","The Arts",2025-04-25,"Sheridan College",16
"3774","The Arts",2025-04-25,"University of Wyoming",1
"3775","The Arts",2025-04-25,"Western Wyoming Community College",1
"3776","The Arts",2025-05-02,"Central Wyoming College",1
"3777","The Arts",2025-05-02,"Gillette College",1
"3778","The Arts",2025-05-02,"Laramie County Community College",1
"3779","The Arts",2025-05-02,"Northwest College",1
"3780","The Arts",2025-05-02,"Sheridan College",16
"3781","The Arts",2025-05-02,"University of Wyoming",1
"3782","The Arts",2025-05-02,"Western Wyoming Community College",1
"3783","The Arts",2025-05-09,"Central Wyoming College",1
"3784","The Arts",2025-05-09,"Gillette College",1
"3785","The Arts",2025-05-09,"Laramie County Community College",1
"3786","The Arts",2025-05-09,"Northwest College",1
"3787","The Arts",2025-05-09,"Sheridan College",16
"3788","The Arts",2025-05-09,"Western Wyoming Community College",1
"3789","The Arts",2025-05-16,"Central Wyoming College",1
"3790","The Arts",2025-05-16,"Gillette College",1
"3791","The Arts",2025-05-16,"Laramie County Community College",1
"3792","The Arts",2025-05-16,"Northwest College",1
"3793","The Arts",2025-05-16,"Sheridan College",16
"3794","The Arts",2025-05-16,"Western Wyoming Community College",1
"3795","The Arts",2025-05-23,"Central Wyoming College",1
"3796","The Arts",2025-05-23,"Gillette College",1
"3797","The Arts",2025-05-23,"Laramie County Community College",2
"3798","The Arts",2025-05-23,"Northwest College",1
"3799","The Arts",2025-05-23,"Sheridan College",16
"3800","The Arts",2025-05-23,"Western Wyoming Community College",1
"3801","The Arts",2025-05-30,"Central Wyoming College",1
"3802","The Arts",2025-05-30,"Gillette College",1
"3803","The Arts",2025-05-30,"Laramie County Community College",2
"3804","The Arts",2025-05-30,"Northwest College",1
"3805","The Arts",2025-05-30,"Sheridan College",17
"3806","The Arts",2025-05-30,"University of Wyoming",1
"3807","The Arts",2025-05-30,"Western Wyoming Community College",1
"3808","The Arts",2025-06-06,"Casper College",1
"3809","The Arts",2025-06-06,"Central Wyoming College",1
"3810","The Arts",2025-06-06,"Gillette College",1
"3811","The Arts",2025-06-06,"Laramie County Community College",2
"3812","The Arts",2025-06-06,"Northwest College",1
"3813","The Arts",2025-06-06,"Sheridan College",17
"3814","The Arts",2025-06-06,"University of Wyoming",1
"3815","The Arts",2025-06-06,"Western Wyoming Community College",1
"3816","The Arts",2025-06-13,"Casper College",1
"3817","The Arts",2025-06-13,"Central Wyoming College",1
"3818","The Arts",2025-06-13,"Gillette College",1
"3819","The Arts",2025-06-13,"Laramie County Community College",2
"3820","The Arts",2025-06-13,"Sheridan College",17
"3821","The Arts",2025-06-13,"University of Wyoming",1
"3822","The Arts",2025-06-13,"Western Wyoming Community College",1
"3823","The Arts",2025-06-20,"Casper College",1
"3824","The Arts",2025-06-20,"Central Wyoming College",1
"3825","The Arts",2025-06-20,"Gillette College",1
"3826","The Arts",2025-06-20,"Laramie County Community College",2
"3827","The Arts",2025-06-20,"Sheridan College",17
"3828","The Arts",2025-06-20,"University of Wyoming",2
"3829","The Arts",2025-06-20,"Western Wyoming Community College",1
"3830","The Arts",2025-06-27,"Casper College",1
"3831","The Arts",2025-06-27,"Central Wyoming College",1
"3832","The Arts",2025-06-27,"Gillette College",1
"3833","The Arts",2025-06-27,"Laramie County Community College",2
"3834","The Arts",2025-06-27,"Sheridan College",17
"3835","The Arts",2025-06-27,"University of Wyoming",2
"3836","The Arts",2025-06-27,"Western Wyoming Community College",1
"3837","The Arts",2025-07-04,"Casper College",1
"3838","The Arts",2025-07-04,"Central Wyoming College",1
"3839","The Arts",2025-07-04,"Gillette College",1
"3840","The Arts",2025-07-04,"Laramie County Community College",2
"3841","The Arts",2025-07-04,"Sheridan College",17
"3842","The Arts",2025-07-04,"University of Wyoming",2
"3843","The Arts",2025-07-04,"Western Wyoming Community College",1
"3844","The Arts",2025-07-11,"Central Wyoming College",1
"3845","The Arts",2025-07-11,"Gillette College",1
"3846","The Arts",2025-07-11,"Laramie County Community College",2
"3847","The Arts",2025-07-11,"Sheridan College",17
"3848","The Arts",2025-07-11,"University of Wyoming",2
"3849","The Arts",2025-07-11,"Western Wyoming Community College",1
"3850","The Arts",2025-07-18,"Central Wyoming College",1
"3851","The Arts",2025-07-18,"Gillette College",1
"3852","The Arts",2025-07-18,"Laramie County Community College",2
"3853","The Arts",2025-07-18,"Sheridan College",17
"3854","The Arts",2025-07-18,"University of Wyoming",2
"3855","The Arts",2025-07-18,"Western Wyoming Community College",1
"3856","The Arts",2025-07-25,"Central Wyoming College",1
"3857","The Arts",2025-07-25,"Gillette College",1
"3858","The Arts",2025-07-25,"Laramie County Community College",2
"3859","The Arts",2025-07-25,"Sheridan College",17
"3860","The Arts",2025-07-25,"University of Wyoming",2
"3861","The Arts",2025-07-25,"Western Wyoming Community College",1
"3862","The Arts",2025-08-01,"Central Wyoming College",1
"3863","The Arts",2025-08-01,"Gillette College",1
"3864","The Arts",2025-08-01,"Laramie County Community College",2
"3865","The Arts",2025-08-01,"Sheridan College",17
"3866","The Arts",2025-08-01,"University of Wyoming",2
"3867","The Arts",2025-08-08,"Casper College",1
"3868","The Arts",2025-08-08,"Central Wyoming College",1
"3869","The Arts",2025-08-08,"Gillette College",1
"3870","The Arts",2025-08-08,"Laramie County Community College",2
"3871","The Arts",2025-08-08,"Sheridan College",17
"3872","The Arts",2025-08-08,"University of Wyoming",2
"3873","The Arts",2025-08-15,"Central Wyoming College",1
"3874","The Arts",2025-08-15,"Gillette College",1
"3875","The Arts",2025-08-15,"Laramie County Community College",2
"3876","The Arts",2025-08-15,"Sheridan College",17
"3877","The Arts",2025-08-15,"University of Wyoming",2
"3878","The Arts",2025-08-22,"Central Wyoming College",1
"3879","The Arts",2025-08-22,"Gillette College",1
"3880","The Arts",2025-08-22,"Laramie County Community College",2
"3881","The Arts",2025-08-22,"Sheridan College",17
"3882","The Arts",2025-08-22,"University of Wyoming",2
"3883","The Arts",2025-08-29,"Casper College",1
"3884","The Arts",2025-08-29,"Central Wyoming College",1
"3885","The Arts",2025-08-29,"Gillette College",1
"3886","The Arts",2025-08-29,"Laramie County Community College",2
"3887","The Arts",2025-08-29,"Sheridan College",17
"3888","The Arts",2025-08-29,"University of Wyoming",2
"3889","The Arts",2025-09-05,"Central Wyoming College",1
"3890","The Arts",2025-09-05,"Gillette College",2
"3891","The Arts",2025-09-05,"Laramie County Community College",2
"3892","The Arts",2025-09-05,"Sheridan College",17
"3893","The Arts",2025-09-05,"University of Wyoming",2
"3894","The Arts",2025-09-12,"Central Wyoming College",1
"3895","The Arts",2025-09-12,"Gillette College",2
"3896","The Arts",2025-09-12,"Laramie County Community College",2
"3897","The Arts",2025-09-12,"Sheridan College",17
"3898","The Arts",2025-09-12,"University of Wyoming",2
"3899","The Arts",2025-09-19,"Central Wyoming College",1
"3900","The Arts",2025-09-19,"Gillette College",2
"3901","The Arts",2025-09-19,"Laramie County Community College",2
"3902","The Arts",2025-09-19,"Sheridan College",17
"3903","The Arts",2025-09-19,"University of Wyoming",2
"3904","The Arts",2025-09-19,"Western Wyoming Community College",1
"3905","The Arts",2025-09-26,"Central Wyoming College",1
"3906","The Arts",2025-09-26,"Gillette College",2
"3907","The Arts",2025-09-26,"Laramie County Community College",2
"3908","The Arts",2025-09-26,"Sheridan College",17
"3909","The Arts",2025-09-26,"University of Wyoming",2
"3910","The Arts",2025-09-26,"Western Wyoming Community College",1
"3911","The Arts",2025-10-03,"Casper College",1
"3912","The Arts",2025-10-03,"Central Wyoming College",1
"3913","The Arts",2025-10-03,"Gillette College",2
"3914","The Arts",2025-10-03,"Laramie County Community College",2
"3915","The Arts",2025-10-03,"Sheridan College",17
"3916","The Arts",2025-10-03,"University of Wyoming",3
"3917","The Arts",2025-10-03,"Western Wyoming Community College",1
"3918","The Arts",2025-10-10,"Casper College",1
"3919","The Arts",2025-10-10,"Central Wyoming College",1
"3920","The Arts",2025-10-10,"Gillette College",2
"3921","The Arts",2025-10-10,"Laramie County Community College",2
"3922","The Arts",2025-10-10,"Sheridan College",17
"3923","The Arts",2025-10-10,"University of Wyoming",3
"3924","The Arts",2025-10-10,"Western Wyoming Community College",1
"3925","The Arts",2025-10-17,"Central Wyoming College",1
"3926","The Arts",2025-10-17,"Gillette College",2
"3927","The Arts",2025-10-17,"Laramie County Community College",2
"3928","The Arts",2025-10-17,"Sheridan College",17
"3929","The Arts",2025-10-17,"University of Wyoming",3
"3930","The Arts",2025-10-17,"Western Wyoming Community College",1
"3931","The Arts",2025-10-24,"Central Wyoming College",1
"3932","The Arts",2025-10-24,"Gillette College",2
"3933","The Arts",2025-10-24,"Laramie County Community College",2
"3934","The Arts",2025-10-24,"Sheridan College",17
"3935","The Arts",2025-10-24,"University of Wyoming",3
"3936","The Arts",2025-10-24,"Western Wyoming Community College",1
"3937","The Arts",2025-10-31,"Casper College",1
"3938","The Arts",2025-10-31,"Central Wyoming College",1
"3939","The Arts",2025-10-31,"Gillette College",2
"3940","The Arts",2025-10-31,"Laramie County Community College",2
"3941","The Arts",2025-10-31,"Sheridan College",17
"3942","The Arts",2025-10-31,"University of Wyoming",3
"3943","The Arts",2025-10-31,"Western Wyoming Community College",1
"3944","The Arts",2025-11-07,"Central Wyoming College",1
"3945","The Arts",2025-11-07,"Gillette College",2
"3946","The Arts",2025-11-07,"Laramie County Community College",2
"3947","The Arts",2025-11-07,"Sheridan College",17
"3948","The Arts",2025-11-07,"University of Wyoming",3
"3949","The Arts",2025-11-07,"Western Wyoming Community College",1
"3950","The Arts",2025-11-14,"Central Wyoming College",1
"3951","The Arts",2025-11-14,"Gillette College",2
"3952","The Arts",2025-11-14,"Laramie County Community College",2
"3953","The Arts",2025-11-14,"Sheridan College",17
"3954","The Arts",2025-11-14,"University of Wyoming",3
"3955","The Arts",2025-11-14,"Western Wyoming Community College",2
"3956","The Arts",2025-11-21,"Central Wyoming College",1
"3957","The Arts",2025-11-21,"Gillette College",2
"3958","The Arts",2025-11-21,"Laramie County Community College",2
"3959","The Arts",2025-11-21,"Sheridan College",17
"3960","The Arts",2025-11-21,"University of Wyoming",2
"3961","The Arts",2025-11-21,"Western Wyoming Community College",2
"3962","The Arts",2025-11-28,"Central Wyoming College",1
"3963","The Arts",2025-11-28,"Gillette College",2
"3964","The Arts",2025-11-28,"Laramie County Community College",2
"3965","The Arts",2025-11-28,"Sheridan College",17
"3966","The Arts",2025-11-28,"University of Wyoming",2
"3967","The Arts",2025-11-28,"Western Wyoming Community College",2
"3968","The Arts",2025-12-05,"Central Wyoming College",1
"3969","The Arts",2025-12-05,"Gillette College",2
"3970","The Arts",2025-12-05,"Laramie County Community College",2
